Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,random33,-0.22541177729624173,-0.9657483034983316,0.5288944723618091,0.9855729478050418,1.0,25/98,20.45%,TMEM187;EIF1B-AS1;NPL;NCF1;MSRA;PLA2G2D;RNU2-13P;LINC02884;GAPDHP67;TRBV7-9;NALF1;SRD5A3-AS1;ARL2BPP4;MRPL49P2;RNA5SP273;RN7SKP161;RNA5SP425;AGAP1-IT1;FAM205C;GUSBP11;EFL1P1;EPN2;LINC00601;POU1F1;AUH
prerank,random603,-0.22319413611532996,-0.9657041048435815,0.5252525252525253,0.9834682521806747,1.0,25/98,21.01%,TMEM74B;ENGASE;GNGT2;KLHDC8B;H2AZ2P1;BEND5;LYZL2;SOX17;PRAM1;MT-TP;KIAA1210;RNU6-1082P;LINC02623;SUB1P4;CXCL17;TESPA1;ZNF252P-AS1;SRRM3;ARMH1;MTCO1P28;GDF10;IRS4-AS1;RNU6-345P;YWHAQP8;IGLV5-48
prerank,random624,-0.22296037079258854,-0.9654531446102056,0.5238693467336684,0.9821329381549836,1.0,20/98,16.91%,CDKN2C;HBBP1;LINC02716;C9orf64;GCSIR;CMKLR1;MEF2C-AS1;PF4;AGT;SLC24A2;PABPC1L2B;HLX;TLR1;SIRPB2;SLC5A4;LINC00851;ALG5;BEND3P1;IDH3B-DT;SIGLEC11
prerank,random981,-0.22632203926146846,-0.9649873863569496,0.5235148514851485,0.9815342881465756,1.0,22/98,21.57%,TEX264;FAM13A-AS1;NSA2P2;WDR45BP1;SERPINB1;SQOR;CLRN3;SLC45A1;RORB;RPL7P10;MIR4477B;SPANXA1;WWTR1;LINC00996;ADAM32;ATP6AP1L;IZUMO1R;CCNO;WHAMMP3;BRD7P1;OR4D2;DNAJC19P8
prerank,random944,-0.22484459694873205,-0.9645164372994974,0.5425400739827374,0.9810526032645093,1.0,29/98,26.32%,ACVR1;PLEKHG4;ACACB;ADAMTS8;IL12A;LINC01974;LINC01664;BTN3A2;FAM66B;GBP1P1;CHRNA3;LINC01666;HSPE1P10;NUTM2E;SLC22A16;IL17RA;RAB26;DOC2A;ROGDI;OXT;TCP10L3;RNU6-378P;GSX1;LINC02215;LINC00927;ZNF859P;TCL1B;TRERF1;TRIM22
prerank,random397,0.1871208210034521,0.9643315504621721,0.5352112676056338,0.986179220702949,1.0,26/98,19.66%,RGS8;H3-4;PSG11;RNU7-84P;ITGB5;OR7E140P;DNAJC15;RNU6-922P;CHRNG;ELOA2;LINC01713;MPDU1;FURIN;BACH1-IT2;PDCD11;C10orf82;PIEZO1;RNU6-693P;MPC2;TRIM6;NAA50;MARVELD1;BUB1;TCAIM;LY6G6E;REST
prerank,random504,-0.22302594898598327,-0.9642693685294621,0.5397796817625459,0.9796907455099148,1.0,38/98,32.09%,VAMP2;GIPC3;GRIA3;PLAAT4;CLDN14;TNFAIP8L2;MFAP4;PRXL2AP2;ABCG1;RNU6-33P;PLEK;PDPR2P;LINC02274;MECOM;NTM;PTPRT;CACNG2;LINC01567;SHC4;MAP3K8;ASCL2;SNX25P1;KLRC1;MIR6728;SNORD114-4;MTND2P6;OR12D3;TUBB8P4;ZFAND4;MIR5695;PCDHB11;ZNF705EP;G0S2;RPL13AP17;SUPV3L1;H4C11;KCNC4-DT;NTN5
prerank,random645,-0.2260088887569345,-0.9632822388035804,0.5476190476190477,0.9808782852025741,1.0,30/98,28.30%,FAM13C;CTNNA2-AS1;FAM124A;PLPP2;GSTM1;UBE2Q2P13;MATK;WDR87BP;NACAP7;CYCSP19;LINC02093;SLCO4A1-AS2;WASF3;ASCL2;ZNF23;ATP6V0D2;SIGLEC10;DACH2;RNU1-22P;SSPN;MIR6129;AKR1C4;BIVM-ERCC5;RNU6-311P;KRTAP9-4;DDX3Y;ATP5F1BP1;PPM1L-DT;LINC02982;PEX12
prerank,random986,-0.2246181086706445,-0.9627635570957955,0.5329192546583851,0.9804739528609996,1.0,24/98,20.22%,RASA4CP;IGLC2;LIMCH1;OBI1-AS1;BEND5;IGHV4-39;C2orf83;LINC02284;PCED1B-AS1;IGKV3-15;RNU4-39P;GARS1-DT;RPL21P28;PAQR8;SERPINA1;LILRA1;SAPCD2P3;TSPAN31;CNNM3-DT;LINC02774;LINC02094;LINC02440;B3GAT1;MIER2
prerank,random670,-0.22550658580832597,-0.9626737150080722,0.530940594059406,0.9785880999372755,1.0,22/98,18.80%,LINC01847;CLCNKA;BICD1P1;PTGES3P1;VASH1;AHCYL2;HERC2P2;MIR3667HG;STING1;ZNF209P;SOX18;D21S2088E;FAM74A3;RNF183;CLPSL2;DMBX1;PLAC8L1;CD300LD;ARIH2OS;TBC1D26-AS1;DRGX;RPL12P2
prerank,random567,-0.22375707487150653,-0.9626253767867377,0.5288220551378446,0.9765547748243063,1.0,42/98,36.74%,GNAL;SELENOP;DYNLRB2;CNOT8;LINC02884;FLJ38576;GLB1L3;SIGLEC12;LINC01923;APLNR;PER1;CYBB;HNRNPD-DT;SIGLEC7;SLC32A1;BBOX1;CACNA2D4;NOVA1;CFAP276;OR51M1;MIR199A2;HSFY3P;RPL6P16;LINC01020;PPIAP62;CBX3P7;IGF1;POMGNT2;F8A3;GTF3AP2;CDK2AP2P2;GOLGA6L4;TBX1;LINC01610;PFN1P1;MYCBP2-AS1;ZBTB25;RPL7AP32;GABRB3;MIR2355;POLRMT;LINC02519
prerank,random546,-0.22346929121856146,-0.9602031560506882,0.55527950310559,0.9826918955685587,1.0,36/98,31.93%,ABCA3;ARHGAP4;HEY2;LINC00115;AP3M2;CHORDC2P;GPR15;RNU6-799P;RNU6ATAC30P;MIR3976HG;OLFM1;LINC01896;KLHDC1;IZUMO1;MYBPH;CLIC5;SP8;SIGLEC20P;LRP5L;HERC2P11;EN2-DT;SNORD60;MTCYBP22;ARHGAP42P4;LINC02679;PTP4A2P2;MRPS35-DT;UBA52P5;CD27-AS1;DLX6-AS1;RPL10P8;LINC00992;MOCS2-DT;EFCAB5;OR5C1;A2ML1-AS1
prerank,random481,-0.22345273847595198,-0.960024114405403,0.5651644336175395,0.9811128868238124,1.0,33/98,30.52%,GAD3P;HSD17B6;ZMYND10;LOXL3;PACRG-AS3;NPM2;FZD10;SRARP;CD40;ECM2;TMEM235;RNA5SP476;RPS3AP33;CHRNA3;GBP1;ZFR2;GOLGA8B;CEACAM16-AS1;ATP5F1EP2;LINC02322;AGRP;RNA5SP218;MIR4443;SNORA71;LINC00582;PPM1B-DT;RPL10L;ATXN3;ZNF77;SURF6;RNU11-3P;PCSK1N;CLCA1
prerank,random266,0.1857828070119898,0.9600097019868964,0.5440414507772021,0.9978787693569566,1.0,14/98,8.91%,COL5A2;LINC02617;DNAJB6P7;RBMS3-AS1;TOPBP1;PRKCIP1;ESRRG;DHCR24;FAM83F;COMMD4P1;SNRPEP4;FAM184A;KCNV1;SGPL1
prerank,random972,-0.2264311568141947,-0.9591456523487121,0.5430711610486891,0.981924556586701,1.0,19/98,15.81%,PALD1;COPS5P2;NEAT1;HEY2;RHEX;TDRD1;SLC9A4;PAXX;MAPT;RPS3AP13;MYT1L;SFTPC;MT-ND6;IGHV1-69;CREBRF;PARP10;FOXD4L5;ZNF80;PELI2
prerank,random8,-0.22492033325708682,-0.9586075108106517,0.5490683229813664,0.9815725530443034,1.0,24/98,19.96%,POLR2J2;TMEM50B;MIR4253;FCGR2C;RPL23AP53;TOMM7;MIRLET7BHG;MT-TP;PCDHGA4;WEE2-AS1;VWA3B;FAM151B-DT;E2F3P2;CACNA1S;PCDHGB5;RGS1;IL11RA;SNORD14E;SLC32A1;GPATCH11P1;MIR493HG;RBFOX1;RALB;TIFAB
prerank,random488,-0.2239655481565044,-0.9580406872906707,0.5622593068035944,0.981260094732582,1.0,34/98,28.56%,GABRA2;NPM1P40;MIR6859-4;GLIDR;KCTD12;LINC02944;CABP1-DT;MPI;RPS7P12;GBP6;RNA5SP466;GPR34;PSMA8;IGSF23;LINC02953;CPA3;HERC2P8;MIR148A;LINC01882;ZAP70;ZC3HAV1L;SNORC;DNAH8-DT;ABCD1P5;UQCRBP2;MIR1224;LINC01570;C12orf75-AS1;OR7A2P;MCOLN1;EIF3J-DT;AQP4-AS1;ZFAND2A;DECR2
prerank,random270,0.18670816707996332,0.9577380107529956,0.583756345177665,0.9991300802886387,1.0,19/98,11.39%,CDH2;ACOXL-AS1;ITGB6;FECH;RNA5SP204;ZNF503-AS2;TTC7A;ZNF587B;ENPP7P10;SORCS2;OR52W1;KREMEN2;RNASEH1P1;FNDC8;PAK1;NOMO3;RPL32P6;PA2G4;RNA5SP243
prerank,random710,-0.22236960080308094,-0.9563170144008868,0.5419753086419753,0.9851006006610092,1.0,29/98,26.89%,SLC25A28-DT;FAM3D;ABCA3;GHDC;LINC00324;TRAV13-1;TNS1;ZNF577;IGHV1-69;WSPAR;TMEM61;ACRBP;SMIM9;APOBR;SLC6A17;PTRH1;FBXL6;CEACAM16-AS1;PDCD6-DT;CYBRD1;RNU4ATAC15P;RPS4XP23;MTCO2P25;FAM74A4;DNASE1L2;BEND7P1;FRMPD3-AS1;PRODH;ZNF487
prerank,random842,0.18679388555429668,0.9550884296804474,0.5656565656565656,1.0,1.0,25/98,16.82%,CENPI;EPPIN;GRHL1;TUBA3D;PCLAF;HS6ST1P1;APMAP;TUBA1B;HNRNPA1P13;CDH8;ARPC3P2;WSB2;GAS5-AS1;HEATR1;RBM15;BAZ2B;TRAV34;TBC1D3K;RNU6-537P;LINC02563;EEF1DP5;NFAT5;SS18L2;CCNYL6;FNDC3B
prerank,random687,-0.22106158389551628,-0.9545763030585471,0.5630461922596754,0.9889152891561261,1.0,30/98,25.48%,SLC8A3;GABRB1;FAM162B;LINC02202;NPAS2-AS1;LYPLAL1-DT;DOK2;EVA1C;OLFM3;DYNLT5;SPDYE16;NMNAT3;TPTE2P6;NRIP3;RPL23AP66;BST2;LINC01289;SORCS1;RN7SL753P;UQCRBP1;RNA5SP104;RPS12P18;MIR1197;LIPT1P1;RNU1-65P;RNU6-120P;EEF1G;RNU6-470P;ATP4A;TEX53
prerank,random958,-0.2242744060121716,-0.9542047025147071,0.5269086357947435,0.9879960567180573,1.0,29/98,24.75%,GAD3P;GRIK1-AS1;NDUFA5P12;LINC02023;NR1H2;KCNC4;KLHL41;PRXL2AP2;SIGLEC1;DGLUCY;KLF2-DT;ISCA1P1;POU2F2-AS1;FAM193B;KRT17P4;PTX4;HOXA11;RAET1L;MARK2P10;DBX1;FCF1P8;ADAM11;KRT17P1;KRASP1;OR2T4;EHHADH-AS1;ATXN7L3P1;NBEAP3;RNA5SP443
prerank,random89,0.18645938515759197,0.9533334484655767,0.5664739884393064,1.0,1.0,22/98,15.58%,COL4A1;THEM5;ARHGEF7-AS1;TRAV39;XRCC2;MIR34C;PSG5;RN7SL255P;B3GALT6;ICMT-DT;IRX2;RNU1-155P;SERF1A;ITPRID1;LEUTX;MIR600HG;PRKAR1B-AS2;KLHL17;MIR6075;EEF1D;FTH1P23;RN7SL385P
prerank,random873,-0.22010384310627193,-0.9518821889737051,0.5684340320591862,0.9938298655587574,1.0,30/98,27.26%,WDR45BP1;GLT6D1;GRM8;SLC6A12;LINC01684;MTCO1P3;HHEX;NOTUM;LINC02444;DHFR2;VSIG4;RNU7-43P;PLXNC1;SNORA24B;OR5AH1P;C1QTNF9;DNMT3L-AS1;LINC02322;CCDC7;LINC01985;TM6SF2;LINC03028;MIR4764;LINC02066;UGT2B17;TRBV5-2;LINC00484;U2;RNU6-208P;MIR3657
prerank,random919,-0.22519686110357676,-0.9518386249071745,0.5660847880299252,0.9917966309423429,1.0,19/98,14.09%,TLE6;BRINP3-DT;ERO1B;RPSAP70;VDAC1P5;HMGA1P6;HTR2C;NOS1;RASGRF2;BEST1;KCNIP2-AS1;UBTFL6;LINC02317;RN7SL354P;EVA1CP5;LYVE1;MAPRE3-AS1;RBP7;ENTREP2
prerank,random838,-0.2198074800763517,-0.9512280425972185,0.5497572815533981,0.991699704067136,1.0,35/98,31.33%,LINC02610;GPNMB;MASP1;MGP;CNTNAP3B;FOLR2;CDK9;ANGPT2;CDK5P1;CARMAL;GACAT1;IL25;MHENCR;XIRP2;PCDHGB1;NWD2;CYP4Z1;CPNE9;GUCA1A;SERPINI2;MTND6P19;RNU6-409P;OR10J7P;RNU6-80P;ZRSR2;EREG;VEGFA;NAIP;ALG14-AS1;TEP1;MAGT1;MIR3926-1;SIRT4;GOLGA2P10;SEC61G-DT
prerank,random522,-0.22206064838881612,-0.9509728113819945,0.5561035758323057,0.9903269143121203,1.0,21/98,14.29%,SNORD7;SDCBP2;SLC16A11;RPL35AP34;RPL36AP26;BRSK2;LINC02966;TNFRSF14-AS1;STK32C;ERVK-28;TUBAL3;SELL;LINC01730;AKR1C2;HCG9;RHEBL1;RPL32P17;TUBAP7;LINC00971;MIR574;RN7SL37P
prerank,random394,-0.22120124692038326,-0.9507036001982221,0.5469336670838548,0.9891006185252943,1.0,31/98,29.49%,ZFP28;GRK5;ZNF528-AS1;RUNX3-AS1;CD300LG;FNDC1-AS1;GPR160;ABCC3;TATDN3;LYNX1;HBB;NHLRC1;TNNC2;MOBP;RABGAP1L-IT1;HTR2B;CBLN4;UBE2D4;PRPF19-DT;ASIC4;TERT;TRPC5OS;PPIAP7;SNORD114-18;CYCSP46;THAP11;SRRM4;ANKRD37;TMEM238L;RNU1-57P;ZDHHC20P4
prerank,random923,-0.22054838289849643,-0.9503000545600088,0.5601503759398496,0.9884361429631329,1.0,35/98,31.43%,IFNG-AS1;RFPL1S;PRCD;LINC01558;NCF2;MT2A;TAF1C;ELANE;APOD;PMEPA1;LINC02317;CACNA1S;LINC02093;KCNH1-IT1;SNRPGP17;OR51A8P;RPSAP67;GTF2IP4;SHISA8;MIR3613;CYP4F10P;GUSBP10;LINC01441;ASB2;DRP2;NET1;TIPARP;LINC02458;RPL5P33;KRT8P51;SYN3;RPL30P4;ANGPTL8;FBXO17;ARNILA
prerank,random322,-0.22232752931065977,-0.9491895966109999,0.5765877957658779,0.9899520019567726,1.0,29/98,25.45%,OBI1-AS1;NEAT1;HINT2;D21S2088E;SIGLEC1;CCNB3P1;TRAPPC3L;KLF4;RPL32P17;LINC01282;ATP13A4-AS1;HKDC1;SYN1;RRAGD;SPOP;BRD9P2;PDYN;TRAJ31;AFAP1L2;S1PR3;CFAP276;NDUFA5P9;RNU7-54P;LINC01951;LYPLA1P1;SHC1P1;MIR6876;KHDC3L;RNU6-490P
prerank,random186,0.18508233766555066,0.9485728383751223,0.5816326530612245,1.0,1.0,23/98,17.89%,HCG15;LOXL4;DCBLD2;SNORD116-30;NKPD1;SNTN;SLC23A2;LINC02026;ZNF503-AS2;DSG2;APBB2;ERG28;NUTM2D;RNU6-645P;RACK1P3;PGAM4P1;TGM3;NUP50;GJD2-DT;LINC00379;CXCL1;IAH1;THAP12P8
prerank,random866,-0.21914384230792075,-0.9478721586585499,0.5880893300248139,0.992102668385985,1.0,21/98,18.10%,SLC2A1-DT;PHF24;VPS28;TLE1;SNX22;PLAC9;FMNL3;RPL23AP47;PDCD4;RNF183;CNNM2;COL24A1;C2CD4B;ABCB10P4;SNORA24B;VPS33B-DT;ANK2;GRK1;MIR583HG;CD86;SGSM2
prerank,random551,-0.2182702231020039,-0.9457042926419718,0.5649432534678437,0.9972153688026845,1.0,19/98,16.86%,SNTB1;ATP2A3;IRAG1;C1S;RD3L;EML3;TDRD9;AK5;HORMAD2;KRT38;RNU6-858P;KCNH1-IT1;EVL;SLC3A1;LINC02029;FOXD4L5;ITGB2;PDK2;IGKV4-1
prerank,random647,-0.22197583029332899,-0.9455254821189896,0.5360303413400759,0.9956855234456371,1.0,23/98,21.98%,ALOX12B;KCTD8;TLE1;ADAMTS10;GNG7;PDXK;HLA-DMB;MRPS21P6;CPED1;UBE2Q2P13;GRPEL2-AS1;SRD5A3-AS1;OR7E96P;HAR1A;SIL1;RYR3;SRSF6P2;TUBA3E;DUSP18;PNMA3;OR5J1P;HMGN2P13;RPL7AP78
prerank,random548,-0.22017780839515444,-0.9455210051797771,0.5797280593325093,0.993566198729514,1.0,30/98,28.86%,UNC13C;GPCPD1;CARMN;CA11;RESP18;SCN4A;ZNF366;NUPR2;LYNX1;ZP3P1;HBA2;IGHV3-23;PPFIA2;PLCG2;RN7SL18P;RNU5B-2P;RSPH1;WDR13;RPL7AP28;FAP;ARHGEF33;LELP1;RPL35AP7;UNC13D;RPL10P3;CHRNA9;IQSEC1;PTPN23-DT;SEC63;DPY19L2P3
prerank,random43,-0.2206277453468765,-0.9451598821915292,0.5721455457967378,0.9927557907265854,1.0,26/98,24.19%,DOCK6;CBR4-DT;NPM2;LINC01560;RNU6-1226P;OSTM1-AS1;SCIMP;TMEM61;HLA-DQB1;TPD52;RLBP1;TARDBPP1;PNMT;ARHGDIG;CORT;LINC01778;DIRC3;WHAMMP3;SNORD114-3;GLCCI1-DT;LINC02017;HNRNPH3P1;RN7SL635P;REG1CP;IGLVI-38;NKX1-1
prerank,random834,0.183534008460962,0.9448014876444794,0.6033519553072626,1.0,1.0,27/98,21.66%,RN7SL774P;ERGIC1;RPL24P9;FAM111B;DAAM2-AS1;PSG4;RPL21P3;ENPP7P14;BLTP3A;GLRB;MARK2P6;IL17REL;RNA5SP165;PI15;OR7A19P;SNORD18;MTCYBP41;FREM2-AS1;PIN1;HSBP1;MED14;MIR7854;LLPH-DT;SRSF9P1;FGD4;BAHCC1;ARHGDIB
prerank,random6,-0.219802102820914,-0.9445764497716352,0.5716096324461344,0.9926308291818338,1.0,36/98,31.83%,ADAM3B;XKR9;NFIA;MYLK2;PRELID2;VIPR1;RD3L;PLAC9;LINC00632;SRD5A3-AS1;LINC02712;NHLRC1;RPS15P5;XCL2;TSNAX-DISC1;SHANK1;MDGA1;IRX1;MAN2C1;RNU6-237P;SLC19A1;OCIAD1-AS1;CDK13-DT;POLR3GP2;SUPT20HL2;OR3A1;MARK2P5;MICG;MIR3657;GOLGA7B-DT;GCGR;RPL7AP65;FMC1-LUC7L2;MC5R;RBM22;TRBV19
prerank,random439,-0.21997094019749105,-0.9442245671736792,0.5681528662420382,0.9917074249553333,1.0,35/98,29.58%,SPECC1-DT;SLC2A1-DT;NIM1K;FLT3LG;HBA1;GLYATL2;SLC2A9-AS1;ISCA1;TFR2;RNA5SP476;MRPL49P2;LINC02623;HSD11B1L;ACRBP;NPM1P49;LINC02766;LINC01879;CHL1-AS2;DDTP1;TCF23;SNORD113-4;ZNF76;MIR770;TRAV1-1;RPA3P1;CBX3P7;MTND4P10;ZNF859P;MT1P3;SEPTIN12;INAFM1;ZNF781;ARL2-SNX15;LINC01554;PDLIM2
prerank,random511,0.18105170315646976,0.9436016255111818,0.6285714285714286,1.0,1.0,14/98,9.74%,PGA5;MFAP5;SCARA3;PROM2;TMPRSS11D;CAPNS2;PPIAP41;GRHL2;CCNF;PLXNB1;UBAC2-AS1;LINC02365;COL12A1;COL18A1-AS1
prerank,random961,-0.21672704711644503,-0.9432548306298616,0.5654320987654321,0.9929863677851198,1.0,32/98,27.63%,SLC1A1;LINC03002;NKX6-1;TDRD1;CLEC1B;MMEL1;PAQR6;CCDC83;GPR160;POU3F2;RNY3P14;PRR23C;FAM138B;CA7;C1orf127;LTK;RBAKDN;GAPLINC;OCIAD1-AS1;ZNF783;IGHD;NAA10;YWHAQP7;RNY1P7;MIR4282;SNORA71;GLRX;MT1P3;OSTCP5;AKR1B1P1;RPS10P2;LINC02973
prerank,random497,-0.21745709553380355,-0.9427225091560198,0.5840490797546012,0.9926429809420466,1.0,41/98,35.71%,NAGS;CNNM1;CD46P1;PRKAR2A-AS1;CKMT2;NLRC5;OVAAL;BMS1P22;ST6GAL1;LRRK2;TTLL13;LINC00971;ZSCAN18;DCLK3;GALR1;DACH2;DUXAP2;RNU6-116P;OR8K5;SNORD113-2;HMGB3P23;PRAMEF11;DRD2;TRERF1;NEK2-DT;PPIAP9;LINC01473;CD46;PITPNM3;MORC1;SUN2;RPL35AP10;ZNF807P;SLC9B2;RPL14P6;ADRA1B;TMEM242;PREPL;CPEB1-AS1;LIAS;LINC02427
prerank,random723,-0.22170366358388535,-0.9426056497938419,0.5869565217391305,0.9908994244577957,1.0,27/98,21.31%,SAP30-DT;ITPRIP;RN7SL711P;ITGA10;RN7SL325P;LDB2;XRRA1;SLC24A2;CNPY4;RNF113A;OR1I1;MARK2P15;AIFM3;HOXD1;GCNT1P5;AKAP7;RPL15P14;ULK4P3;RNU5E-8P;SLC14A2-AS1;SHLD1;MTATP8P2;LINC02322;DNAJC19P5;FAM216B;LINC01953;RN7SL732P
prerank,random155,-0.22163244280690392,-0.941479941884139,0.5700365408038977,0.9925584641727804,1.0,34/98,31.92%,CARHSP1-DT;SYNE1;DUXAP10;NDUFA5P12;PCDHGA3;PTGDS;CLEC1A;RPS20P13;MIATNB;GBP4;MT-CYB;PM20D1;RN7SL354P;EEF1GP8;RNU6-529P;PTPRT-DT;TTC9B;UQCRHP1;HNRNPCP8;RNA5SP155;RPL7P59;MTND4P21;OR4B1;POLR3GP2;LYPD9P;RNF126P1;HLA-L;TNIP3;LRRC20;RN7SKP38;NADK2-AS1;CDADC1;GXYLT1P3;RN7SKP93
prerank,random411,-0.2156575785711864,-0.9397015230658383,0.5790754257907542,0.9962326860091774,1.0,27/98,26.94%,LINC02761;NANOGNB;PRDM12;A2ML1-AS2;ARHGAP20;PI3;PCSK1;APCDD1;CBLL1-AS1;LINC02958;EFHD1;ETS1-AS1;COL6A2;FAM88F;LNPK;RPL21P4;LINC00926;RPL5P27;ANKRD19P;TCP10L3;TP53TG3;GOLGA8CP;SCP2D1-AS1;RN7SL398P;CDK5RAP3;LINC01298;TMEM141
prerank,random783,-0.21689929024250165,-0.9396465459041885,0.5712530712530712,0.9943139691127114,1.0,20/98,14.61%,CCPG1;TNFRSF11A;ACTN2;RN7SL76P;ITGA10;ATP10A;HOPX;RETSAT;LINC02600;CD74;KCNK15;UICLM;MT-TM;ST13P21;LINC02513;LINC00702;HAR1B;NPHP4;DNAJC4;RNU6-1062P
prerank,random751,-0.22131715478923275,-0.9391843739387823,0.5774473358116481,0.9936785776141921,1.0,29/98,23.92%,PPIAP55;ARAP3;RASL12;PFKFB4;APBB3;CYP2U1;MYOD1;IRAG1-AS1;TMEM235;FOLR2;LINC01443;RPL5P15;LINC02314;TRGC2;HNRNPA1P58;OR52N4;TUBA4B;BCL11A;SYT15B;ZNF442;LDLRAD3;SMPD4P1;ATP2B3;CAMTA1-DT;DISP3;RN7SL214P;LILRP2;LINC02171;ZNF177
prerank,random53,-0.21876609604256564,-0.9391379473033905,0.5908529048207664,0.9917457332709192,1.0,25/98,27.67%,ANG;ALOX12B;CCDC158;CLDN14;SLC45A1;CRBN;VAX1;CD300LB;LNCHR1;PPIAP15;TLX1NB;GPAT2P1;MTCO3P13;LRRC52-AS1;LINC02930;RPS6KL1;SMOX;OR8A3P;OR51C1P;RNU6-1104P;ZNF859P;TUBGCP5;HSD17B11;SDS;ZNF767P
prerank,random984,-0.21969511274651593,-0.9389819344786925,0.5694789081885856,0.9901569470398085,1.0,27/98,26.48%,RGPD2;MEF2C-AS2;SLC9C2;POLR2J2;HP;SFTPB;PNMA6E;OOSP1P2;KRT38;RN7SKP20;CARMAL;C10orf120;RNU6-435P;ZSCAN18;LINC01937;SKOR1;SMIM43;RPL15P21;TBC1D24;KANK1;RN7SL715P;RN7SKP212;WNK2;ZNF2;AKR1B1P1;LUCAT1;TPSD1
prerank,random409,-0.213871334797691,-0.9366742193383933,0.5972568578553616,0.9955226750224808,1.0,26/98,24.36%,OR7A5;ARSLP1;TMEM45A;LINC00554;SLFN14;NPDC1;GLRXP3;OTOA;LMO3;MLXIPL;MIR3945HG;CDH5;BHLHA9;SERPINA9;CABP7;MPEG1;NGLY1;OPRL1;ACBD5;CD164L2;ZNF133;KRTAP8-2P;COX6CP12;MTND2P16;LIPT1P1;RN7SKP66
prerank,random969,0.18086711575423656,0.9351375738690048,0.6173469387755102,1.0,1.0,16/98,9.53%,Y_RNA;RPL5P25;MICALL1;SPIN4;LMNB2;SLC10A5P1;CLIP1;SNORD116-29;ZNF587;RUVBL1;CCDC80;TIMM10;PTTG4P;ST14;MIR548J;SNORD116-23
prerank,random209,-0.21830289358280472,-0.9338736450685301,0.6032540675844806,1.0,1.0,26/98,23.04%,PADI2;HSD11B1-AS1;SEMA4F;GJA4;FGR;NPM1P47;HCP5;NCF4;GPR85;CEACAM20;OR51A8P;CR1;RSL24D1P1;PTX4;PPAN-P2RY11;LINC02656;ZNF831;PCDHB16;CCK;MTCO1P28;PTPN5;TMEM229A;ASL;UGT1A12P;BOLA3P2;ATF4P1
prerank,random582,-0.21483472401883222,-0.9323371639672821,0.5732165206508135,1.0,1.0,23/98,21.46%,DMTN;ADAMTS10;LINC02418;CHADL;IL15RA;LINC02980;RASGRF2;FRY-AS1;SPATA45;PCDHGA1;CLECL1P;NDUFAF2P2;USP30-AS1;RPL21P91;PNMA6A;BARX1;IL21R-AS1;LINC02559;CCL21;INSIG1-DT;GSTCD-AS1;RPS29P4;KRTAP12-3
prerank,random265,0.18260474283810488,0.932014557734089,0.6111111111111112,1.0,1.0,13/98,7.76%,Y_RNA;SLC22A20P;GSEC;LINC02872;NDFIP2-AS1;CGB7;CPNE2-DT;OGDH;LINC01776;RNU7-71P;RPSAP5;MIR4685;LINC00900
prerank,random27,0.1800913768968654,0.9313782387572538,0.6414141414141414,1.0,1.0,20/98,15.32%,PLEKHG4B;FAM205A;FSTL1;OR7E7P;CSTF3;KLRG2;SYNPO2L;DLG3;KRT8P3;ZNF594;NR2F2;MAP3K9-DT;LINC02952;LINC00276;NUTF2P4;SERPINA12;HMGN2P41;MIR4684;PPFIBP2;LDHB
prerank,random13,-0.21722331519567584,-0.9308053335325287,0.5863354037267081,1.0,1.0,36/98,31.52%,NPM1P50;NKG7;ADAMTS10;TPTE2;SIRPG;RN7SL799P;CX3CL1;CCL26;GABRG1;PGM5;MED28P1;MIR6859-2;C13orf42;LNCBRM;RPS27P10;ALDH1L1-AS2;NEU4;RN7SL560P;PAQR8;BEND3P1;ZBTB20;RNU4-72P;BMS1P3;BLOC1S6P1;U6;RPL12P30;TEX13B;KRT89P;FAM86KP;LINC01522;AKAP6;SLC25A24P1;KIAA2013;ZNF564;GOLGA2P7;AARSD1
prerank,random108,-0.21658222424523066,-0.9303929683180814,0.5872235872235873,1.0,1.0,34/98,29.85%,IDH2-DT;SNX10-AS1;MFSD2A;SUSD6;TRBV6-5;MAL;LINC01275;LINC01282;LINC02299;ENTPD2;GTF2IP4;RNU7-67P;RNU7-123P;CACNA2D4;PTPRA;PABPC1P4;RBFOX1;LTBP3;RPL17P45;GPR15LG;UBE2V1P3;SMR3A;PTENP1;KRTAP10-7;IKBKB;DISC1-IT1;FHOD1;ZNF879;AFTPH-DT;RTCA-AS1;LRRC58;KRBOX4;CCDC154;SLC24A1
prerank,random340,-0.2171940137705926,-0.9301426942775933,0.5880923450789793,1.0,1.0,23/98,19.87%,CRYL1;LAMTOR3P2;FCGR3B;FAM120A2P;RCSD1;RFPL3;PTGES2-AS1;MPO;KCNJ1;WDFY3-AS2;LINC00445;MARK2P15;RGS1;GNA14;HAPLN2;GH1;GDF9;LINC02453;NFATC1;SAPCD2P3;GSAP;INO80-AS1;GUCA1A
