Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,random521,0.2241166993733759,1.1747039132829893,0.14903846153846154,0.757838285157709,1.0,23/98,14.73%,PPIAP57;MYO16-AS1;SAMD11;CRYGN;TLNRD1;SLC44A5;CTNNA1-AS1;KMT2D;GLI3;PIP4K2A;SNRK-AS1;TMPRSS11A;AP1M2;ERVW-1;HTR3E-AS1;MIR4427;EVI5;CCKBR;KRT18P28;ERLIN2;MMP15;WDR44;SERPINF1
prerank,random539,-0.2721021963905373,-1.1744698667609792,0.18811881188118812,1.0,1.0,29/98,23.69%,LINC02356;PARP3;TESC-AS1;RIN1;CCDC158;SOD1-DT;C1S;COL4A3;CCRL2;MALL;PGM5P4;UNC93B3;CLU;SSTR1;FCER2;CTSW;RIT2;ENPP7;CSAD;RNU6-437P;CDH22;CCDC144A;NDFIP1;SSPN;EIF1P2;RNA5SP302;IGLV7-35;OOSP1P1;LINC01324
prerank,random132,-0.2765420250679913,-1.1739198246979525,0.2379778051787916,1.0,1.0,24/98,16.64%,GVINP2;CD3D;LRP2BP;SLC9C2;GPRIN3;KCNIP1;PPP1R14A;BAALC;KCNQ2-AS1;COL5A3;ENPP2;DNM3OS;ZSCAN1;LYNX1;DDX39AP1;NFIA-AS2;SLC22A8;TRAV1-2;IL25;CLIC5;ZNF652-AS1;IGHG3;LYST;LCN12
prerank,random465,-0.2724926753752493,-1.1737361804853312,0.20833333333333334,1.0,1.0,36/98,30.12%,LINC01397;RPL36AP13;DEGS2;N4BP2L1;LINC01293;SIRPG;MIR140;MBLAC1;CCDC9B;UBE2Q2P13;PMEPA1;H3P31;ZP3;VCX3B;COL6A2;NCAM1;P2RX6;EGLN3;NDUFS6P1;MEMO1P4;RNU6-1017P;RPL35AP7;GCNT1P4;MIR370;SCN1A;MT1P3;TEC;IQSEC1;CR1L;RCOR2;MUSTN1;MIR9-3HG;BFSP1;LINC01780;ZDHHC20P4;ZNF45-AS1
prerank,random953,-0.2715810286169327,-1.1724638603386868,0.20300751879699247,1.0,1.0,40/98,32.49%,NAGS;LINC01550;LINC00554;PPARD;P2RX7;LINC01476;SHE;CASP4;NR3C2;ARRDC5;SPATA13;ANP32C;RN7SL354P;RABEP2;HKDC1;NRXN2;L3MBTL2-AS1;LINC02798;TNFAIP6;IZUMO1R;CCDC197;LINC01561;PDE9A;FCRL1;MLIP-AS1;LINC02555;EEF1B2P4;RPL6P5;POU5F1P3;RPL19P4;DDX18P5;RPL35AP10;KRTAP5-8;ANKS1A;CER1;OR5C1;OR1F12P;RN7SL752P;OTOG;MTERF2
prerank,random768,-0.27166006415346206,-1.172099822371946,0.19600499375780275,0.9998250841302275,1.0,37/98,32.74%,CYP2G1P;B3GNT9;CTNNA2-AS1;MTUS2-AS2;CSAG1;HSPA12B;LINC00487;FCRL6;SCARB1;CTSS;TRAC;RBISP1;MIR4757;DTNB-AS1;EMILIN3;ARHGEF33;EEF1GP3;HEIH;HNRNPA1P71;FOXC2;MTCO3P21;ZFY;RNU6-132P;RPL21P2;FAM90A12P;NKX2-5;ZNF710-AS1;PRKCA;DUTP1;LINC00536;AEN;SPDYE20P;HIPK3;PWWP3A;SSX2;ILVBL;LINC01823
prerank,random77,-0.27243406530981745,-1.170497353688196,0.21292775665399238,1.0,1.0,40/98,33.79%,UBE2Q2P16;NRBF2P4;ASMT;ADCY4;C22orf42;GALNTL6;ABCB1;PLPPR4;LINC00844;RNU6-33P;SNRPEP7;WDFY4;PRPH2;PIRT;RPTN;MYT1;CD1E;MTND4P35;VSTM2B;BHLHE22-AS1;NME3;VWC2L-IT1;RNU6ATAC6P;MIR4718;OR10G8;RNA5SP21;CYP4F36P;ZSCAN5B;TMEM161B-DT;SLC25A41;LINC02539;ANKMY1;RPL29P7;PDCL3P1;LINC00029;GLDN;KCTD11;PRKRIP1;DUSP1;NEK6
prerank,random115,-0.27273145898963064,-1.1703825405813175,0.20522388059701493,0.9985932168471914,1.0,31/98,21.95%,TCEA3;RAB11B-AS1;CSF3;RAI2;TRDC;ZNF502;LGALS3;CHMP4A;SLC28A2-AS1;NKX2-2;C11orf21;HLTF;DNER;PTCSC2;RPL32P17;CCN5;INO80D-AS2;PTPRT;BCAN;LINC00663;SPON1;PCDHGA9;IRF2-DT;RBAKDN;CNR2;GSTCD-AS1;UTY;RN7SL787P;RPL31P59;RBM17P3;RPEP1
prerank,random626,-0.2731402714947848,-1.1696084336953978,0.19172932330827067,0.9971170951693118,1.0,38/98,29.22%,TRABD2B;CD82;FAM162B;GLT6D1;PEG3;SLCO1C1;TRIM52;OSMR-DT;NRN1L;ST6GALNAC1;RPH3AL-AS1;FCRL3;TBC1D8B;OR7E109P;UBE2L6;STMN4;METAP2P1;HAR1A;CELF2-DT;SNX25P1;SLC32A1;RNMT;NOVA1;OR7H1P;LINC02244;RNU6-511P;RPL26P15;RN7SKP192;MIR4538;HMGB1P35;RNU4-58P;TERF2IP;RNF139-DT;BTNL12P;HELZ-AS1;RNU1-57P;POLD4;LINC01780
prerank,random604,-0.27256114142079163,-1.1681784316497386,0.19,0.9999070952527775,1.0,33/98,30.74%,CCDC107;TOLLIP-DT;ITK;BEX5;ANKRD18DP;PELATON;CCDC13;COL4A4;LDHAP2;TREML4;ALMS1-IT1;NR3C2;SFRP4;SUN1;CATSPERZ;HMGN2P22;ADARB2-AS1;RN7SL596P;RPL10P14;RPL32P4;ZNF519P4;ATF4P1;OR2B8P;LINC01744;PRKCZ-DT;SERPINA2;LINC02851;SMARCE1P3;LINC02938;TMEM9B;COX7B;LRRC37BP1;RPL29P14
prerank,random830,-0.27099607283246363,-1.1681600302948472,0.20496894409937888,0.9939869949029467,1.0,32/98,26.36%,EFHD2-AS1;C8orf34-AS1;ZDHHC11B;SRSF3P5;VOPP1;KANSL1-AS1;C11orf21;EEF1A1P28;FBXO44;LRRN4CL;NPM1P22;IL1R1-AS1;ST13P21;SOX1-OT;ZP3;GRM5;SNRPGP17;LINC00159;RTEL1P1;LILRA1;TBXAS1;MIR3199-1;GLCCI1-DT;LIN37;C2;SDHDP1;LINC02063;MIR668;LINC01233;POU4F1;GLRX;NT5DC4
prerank,random427,0.22793410500576647,1.1673008187467635,0.1595744680851064,0.7798989536519655,1.0,20/98,13.29%,CPA1;EPN2-AS1;PRTFDC1;PKD2;MIR4714;RPL7P26;RTL3;BCL2L12;DLAT;TYRO3;LINC01049;GULP1;SPR;FAM204CP;CXADR;NUP85;YRDC;HOXB4;DNAH10OS;DPH6-DT
prerank,random753,-0.27138893139623127,-1.16725349575186,0.19490445859872613,0.9935931424393581,1.0,25/98,19.88%,NOL3;SLC25A45;RPL36AP13;RN7SL508P;KDR;NLRP4;MRO;EBF1;RTBDN;ODF3B;KCNN3;NCKAP5-AS2;IFI44L;IGHV1-24;RNU6ATAC30P;RNU6-177P;IGHV3-21;UNC5A;SHANK1;HMGN1P15;COX6A1P2;PNMA3;LINC01981;GPRC5C;WBP2
prerank,random392,-0.2722969636718995,-1.1658332604941353,0.214987714987715,0.995987561473846,1.0,36/98,30.20%,VAMP2;QDPR;FAM162A;SNPH;ICOS;LINC02931;NANOGP11;HERC2P2;ANKHD1-DT;CSPG5;IL1R1;CA5A;WARS1P1;WDFY3-AS1;LINC02513;FAM209B;AMZ2P2;LINC02744;ST8SIA5;DNMT3L-AS1;TRIM9;CBLN3;LHFPL5;TRBV1;IGLV3-17;THOC3-AS1;OR8K5;CCT6P4;LINC01801;WDR83;SNORA80B;TFPT;DLGAP3;PRSS55;TRIT1;RPS15AP18
prerank,random982,-0.2679005208662216,-1.1647520395510398,0.20728643216080403,0.9968595233059702,1.0,25/98,17.57%,SH2D1B;NSA2P2;COL14A1;PROB1;SEMA3B;CCN3;NFIB;SMARCA2-AS1;TSGA10IP;RNU6-883P;ACOX2;LINC02600;RNU6-48P;F11;ZNF454;CATSPERZ;SEMG1;RN7SL190P;TTLL6;FAM228B;CAMKK1;DDX41;RRM2P2;NPIPA3;WSCD2
prerank,random325,-0.27068432304894097,-1.1618190675782736,0.21481481481481482,1.0,1.0,45/98,35.91%,NFIC;GRK5;F8;S1PR4;TMEM91;HSPA12A;SNX20;CORO1A;MIR142HG;LINC00351;HBB;IPCEF1;CAMK2N2;MHENCR;SLC5A4;PEBP4;CNPY1;SNORA24B;PTX4;CPNE5;RNASE2;LINC00454;ZCWPW1;EHD4-AS1;EOMES;B4GALNT2P1;LINC01069;OR10A7;DNAJB5P1;RNU6-388P;CYP24A1;REX1BD;SLC25A5P6;RPL23AP61;RAB4B;SNAPIN;SLC26A1;LINC01553;CHPT1;PRSS53;FA2H;VOPP1-DT;PRSS33;LINC00870;HIF1AP1
prerank,random847,-0.26783210358236004,-1.1613528755038318,0.2115621156211562,1.0,1.0,31/98,25.32%,RENBP;RPL30P14;RPL31P16;SPAAR;CASP12;VAV1;RNA5SP394;OLIG1;LHX5-AS1;LETM1P2;TPPP3;RPL23AP48;HRK;LINC02810;LINC01436;MT-CO1;DOCK2;DNAAF1;KRT74;SLC25A5-AS1;BCORP1;KCNJ11;ATP5F1EP2;ZNF436-AS1;PRDM7;LINC01682;WT1-AS;RPL13AP19;OR12D3;KNOP1P3;RN7SL130P
prerank,random894,0.22253705708710458,1.161171991808178,0.1404494382022472,0.7953262792705044,1.0,21/98,11.06%,ZBTB12BP;BFSP2;LINC01494;FBXW10B;PAK6-AS1;FZD8;LINC00348;RNA5SP500;PHC1P1;KRTAP4-4;AIDAP2;C22orf23;PCDHGA10;CEP89;CNOT6LP1;ZDHHC14;RNLS;LEUTX;NR6A1;SSRP1;SBSPON
prerank,random948,-0.26840075945595876,-1.1594345297499384,0.20812807881773399,1.0,1.0,30/98,24.00%,BRS3;SMIM10;TRBV6-7;MEF2C-AS1;FNDC1-AS1;NR3C2;HIF1A-AS3;CSTF3-DT;KL;LINC02804;HSPA1A;RN7SL354P;MIR4424;LRRC36;NBEAP1;FAHD2B;PAPLN;H2BP1;EFR3B;PDK2;BIN2;LINC02731;PDE8A;MTFR2P2;CYP4F44P;RNU6-792P;RNU6-492P;LINC00381;PRB1;LINC01259
prerank,random817,-0.27357504225691975,-1.1583184957680923,0.22278481012658227,1.0,1.0,39/98,32.78%,MYL6P3;MAFTRR;SMARCA2-AS1;HLA-B;EDN3;LINC01840;MIR3147HG;ARRDC5;NT5C1A;SYT14P1;RIPOR3;IGFBP1;RIPOR3-AS1;RN7SKP125;AP1B1P1;CT45A11P;GPATCH11P1;PTGER1;NAA10;MIR487B;LRIT1;RNU4-72P;CLDN7P1;RN7SL155P;RN7SKP144;LINC02675;TRDV3;KRT224P;RPS26P35;SNORA48B;MED15P4;IFIT6P;MTCO3P2;LINC00635;NLRC4;ATL1;RPS29P8;LINC00629;COX14
prerank,random405,-0.26741713596207034,-1.1576233397253137,0.22435897435897437,1.0,1.0,30/98,25.72%,GIHCG;CALCOCO1;CLCNKA;TMEM246-AS1;MAEL;LNCOC1;CD163L1;LIX1L;FOXF2;RPL13AP2;LINC01563;GLUD1;LINC02659;MIR6813;HMGA1P7;ESR1;LINC01003;LINC02470;OSMR;RPL7AP28;NEUROD2;RNU6-1283P;SELENOWP1;MIR4743;RPL36P20;EIF4A1P3;LINC02502;GAPDHP74;GK-IT1;C1DP5
prerank,random396,-0.2667075957971827,-1.1574558926201877,0.21717791411042944,1.0,1.0,35/98,28.09%,ZNF25;LINC00945;HEATR5A-DT;P2RY14;FCGR2C;SMAD9;SAT2;NRROS;LINC00298;FMO5;OBP2B;HNRNPA1P18;TRGV10;ENPP7P9;FAM83A-AS1;WRNIP1;RPS26P45;RGS11;IGLV3-21;INSYN1;GAS2L2;RBFOX1;TLX2;FAM3D-AS1;PSORS1C3;MTND5P3;IGLV2-11;RNU6ATAC22P;ACAD11;LINC00706;TRBC1;METTL26;POLR2H;STIMATE;WWC2-AS1
prerank,random490,0.2256125457597863,1.1574207602388684,0.17307692307692307,0.7968487695375209,1.0,30/98,20.69%,CDH2;SYCP3;C6orf132;PDE4DIPP4;OR7E91P;CCDC60;MYO18B;HDGFL2;RPGRIP1L;VDAC2P2;FLJ42969;DHFRP1;RPL36AP40;APOBEC3C;SNHG3;HMGN2P7;PSMG4;ACTBP14;PLEKHG6;COQ2;HMGN1P35;CYB5B;HIVEP1;ATP2B4;RPL37P12;MIR769;RN7SKP139;RN7SKP124;R3HDM2;CSNK1D
prerank,random649,-0.27281605855932367,-1.1571461421007798,0.22332506203473945,1.0,1.0,25/98,18.89%,PIPOX;CFAP58-DT;ST3GAL5-AS1;FGD5;CHRNE;RNU6-558P;TNFSF13B;ZNF595;HID1-AS1;LINC01426;C1QTNF4;BMS1P22;SLFN12L;SLC12A2-DT;PLEK;RN7SL134P;PRDM16;ENOX1-AS1;ICA1;SGCA;MEIOB;GAPDHP73;POM121L9P;TTC9B;C2orf88
prerank,random257,-0.27042926668386247,-1.1561713727289697,0.22593068035943517,1.0,1.0,30/98,25.09%,CNTN2;RILP;EIF5A2;RPL15P4;FZD10;MIDEAS-AS1;VIPR1-AS1;SDCBPP2;ITGAL;LMO3;WHAMMP2;SCUBE2;MIR3174;GVINP1;ZNF503-AS1;HAPLN2;RNA5SP427;RNU6-237P;GDF10;LINC02873;FAM240C;CCDC13-AS2;CDRT15P3;OR7G2;RNU6-325P;LINC01859;RN7SKP188;FAM90A12P;RPL36AP53;CELA1
prerank,random249,-0.2646133248151167,-1.1558484440220222,0.2311495673671199,0.9981777744090246,1.0,37/98,30.66%,RNU6-680P;LILRB2;RGS6;EPHX1;DEFB109D;RNU4-65P;CDH11;ANKRD45;ST6GALNAC3;APOA4;TRBV7-3;ENOX1-AS1;JAKMIP1;P2RX6P;TUBE1;FCRL2;KRT17P1;AMH;PDE8A;SNORD105B;MIR4252;IGKV5-2;ACSM2A;OR10P1;OR10AE3P;FSHB;RPS6P15;IL2;SVIL-AS1;SCTR-AS1;TRAF3IP3;FAM86KP;MIR5700;KIAA2013;COX20P1;LINC02688;FAM166C
prerank,random813,-0.26886837327664453,-1.1541963154445973,0.2344139650872818,1.0,1.0,24/98,17.23%,KIF17;UBE2QL1;AKR1E2;SLC4A9;LINC02202;TM2D3;BAALC;SCN2A;DBX2;CHL1-AS1;UBE2MP1;GAPDHP67;ITGA6;ACSM5;CD300LB;SSTR4;FAM124B;FOXB1;OSBPL5;LINC01564;RAPGEF5;PDE1A;OR11M1P;CNGA3
prerank,random390,-0.26709647461777686,-1.1533451720399903,0.22053231939163498,1.0,1.0,37/98,33.69%,FMN2;TAX1BP1-AS1;ICAM3;BCL2A1;RNU6-595P;MMEL1;SEC14L1;B3GAT2;LETM1P2;SRD5A3-AS1;LINC02753;LINC02651;NFIA-AS2;MAPK6P4;STUM;PLXND1;C8orf58;CNKSR3;KNCN;TENT5C-DT;RN7SL754P;AKAP13-AS1;HIGD1AP13;SMCO4P1;RN7SL69P;RNU7-12P;PNMA8A;PDLIM1P4;MTND1P34;MIR550A2;DNM1P47;CDC27P1;RPS26P20;DNAJC8P1;ERP44;ZNF845;TMEM242
prerank,random628,-0.26546231496920003,-1.1530959304429864,0.21321695760598502,0.9974645679700502,1.0,34/98,27.32%,CACNA1A;SLC6A11;LHX6;LINC01927;C22orf42;SEL1L2;CDYL2;CSTF3-DT;TGFBR2;NEBL;COQ6;SPRYD3;SEMG1;TRAT1;IGHV3-21;POU5F1P6;MTND4P35;RN7SL583P;SLC25A5P8;USP34-DT;SULT1A3;PMS2CL;CHURC1-FNTB;RNA5SP344;TUBBP11;RNU7-174P;AKR1B1P2;PRAMEF13;LINC01122;ITGAM;FEZ2;CEACAM8;RNA5SP122;PAX1
prerank,random309,-0.2664215611885408,-1.1525419576209819,0.20174346201743462,0.9954025419997617,1.0,32/98,25.78%,PAG1;BTBD9-AS1;MS4A15;GLIPR1L1;LINC02328;ARHGAP6;FAM181B;LINC01731;GPR17;WDR38;FAM81B;CD1D;PRELID3BP5;TEX36;LINC01444;MIR4511;AGAP1-IT1;FAM87A;GAPLINC;MIR378A;SUGT1-DT;LEFTY1;EXTL1;KRT6A;MIR4301;RPL36AP10;LINC02492;RNU6-492P;TRAV4;TPT1P14;LINC02636;SEPTIN14P12
prerank,random432,-0.2649421001868273,-1.1513403218963572,0.2196969696969697,0.9968457088112539,1.0,34/98,28.42%,LINGO3;NANOGNB;PYCARD;TM4SF1-AS1;LCN1;FRY;RPL23AP80;SEL1L2;NSRP1P1;PRR29-AS1;SLC1A7;NFIB-AS1;LINC01563;ZDHHC19;EVA1B;MIR194-1;ZNF160;ABCB10P4;OR52N4;MIR581;BAIAP3;MTND4P35;ZEB1-AS1;CYP4F32P;GTSE1-DT;APC2;LINC02030;DBH-AS1;LINC01752;PSME2P6;PDZK1IP1;OR51B5;RABAC1;DZIP1L
prerank,random764,0.22220575749547267,1.1511695729911664,0.18181818181818182,0.8131888224214056,1.0,17/98,11.45%,NDUFA4P1;FUT1;BTF3P9;TSPAN18;CARM1;SDC1;LINC02920;TRAV36DV7;FURIN;MIR302A;TMEM184CP1;DHCR24-DT;PIEZO2;OR7E38P;TMEM164;TOR1B;RNU6-589P
prerank,random775,-0.26688401656851046,-1.1510462007844304,0.21223470661672908,0.9931462106615807,1.0,36/98,30.50%,SLC8A3;LINC00506;LINC02910;ZNF528;RAET1E;RTN4RL1;MMRN2;LCN1P1;LINC01961;ST8SIA4;HTR4;MYT1L;LSMEM2;NDNF;SPTBN1;LINC01411;ZBTB20-AS4;KCNA2;RNASE2;SPATA12;RBAKDN;PPM1N;MIR3677HG;CNR2;TNFRSF10A;NDUFS5P5;SNORD114-1;RN7SL149P;NLGN4Y-AS1;DGCR11;ANKRD37;LINC02417;ANKAR;OPCML-IT1;CT62;PIGUP1
prerank,random781,0.2269217945845342,1.1499693357675151,0.17289719626168223,0.8000008971138566,1.0,21/98,13.69%,VPS9D1-AS1;APOBEC2;PCDH11X;RPS2P39;AMBN;RPS3AP39;MTCL1;EMC3-AS1;MVK;DEFB109A;MTCO2P22;WDR77;SHCBP1;C12orf56;AGA-DT;CDX2;CBS;NCAPG;ANKRD20A8P;GNRHR2P1;PTK6
prerank,random991,-0.26706119169123077,-1.148426235146602,0.22151898734177214,1.0,1.0,36/98,27.37%,NLRP11;MRGPRF;ADAM3B;ADAMTS10;RPS26P43;CSAG1;ANGPT1;SLIT3;TRIM60P18;CIB3;HCN2;ZNF365;LINC02804;CASC23;ZBTB45P2;RPL7P12;MUC13;RIT2;LYPD8;PTPN5;TBX18-AS1;DNAAF4;MYOM2;LEFTY1;MICA;BARHL2;HNRNPA1P71;RNU7-174P;RPL32P4;OR4A47;RNY1P7;CDH18-AS1;OBP2A;CCDC74BP1;AGTPBP1;FLVCR2-AS1
prerank,random735,-0.2641007360858557,-1.1476553211752218,0.2335858585858586,1.0,1.0,27/98,21.65%,RSPO2;FGF10;PLEKHG4;KCNN1;CHST2;FOS;TEX56P;ESAM;ALDH1L1;FGL2;FAM90A20P;SCTR;CRACDL;CDK9;RPL5P15;DACH1;SEC16B;LINC00837;ARHGAP36;RNU6-237P;SERPINA1;ABCA17P;MIR378H;CACNA1G-AS1;RGPD4;LINC02300;RNU6-370P
prerank,random856,0.2270542734323053,1.1474429553567627,0.16037735849056603,0.7949148960910843,1.0,22/98,12.99%,SFT2D2;PDC;ADAMTS5;IPO7P2;SERTM2;SLC44A5;CRHR2;PDXDC1;SLC46A1;HAS2-AS1;PDCL2;MIR1270;RPEL1;TMEM269;RNU1-155P;NAGK;KCNH7;NFKBIZ;IGKV3OR2-268;PGLYRP1;RTN2;HIF1AN
prerank,random482,-0.26820072918089677,-1.146085360500443,0.2376847290640394,1.0,1.0,25/98,17.70%,XKR9;CAPS2;CGREF1;SPATA22;LDHAP2;ZSCAN16-AS1;PPP1R13B;TM4SF1;TRIM60P18;STK32C;VENTX;RNU6ATAC39P;TNXB;DGAT1;PODN;RPL18AP8;DEFA10P;DIRAS1;CACNG2;DENND6A-DT;VWFP1;RRM2P2;TNXA;KRTAP5-9;CEP250
prerank,random599,0.22492368624037168,1.1460308856374262,0.1712707182320442,0.783566094710812,1.0,28/98,16.92%,MUC16;SEMA4C;HMGB1P15;CAPN1;TAF10;PCDH17;CCDC144CP;TK1;GS1-600G8.3;LNPEP;PLIN4;RRM1-AS1;LINC01894;CHTF8;MIR6768;C10orf82;OR7E86P;TRAF6P1;PAICSP5;TCEAL3-AS1;LINC02315;SLC25A5;ATP2C2;NIPAL4;SLX1A-SULT1A3;CFAP206;TBX19;ATPAF1
prerank,random220,-0.26959083146651724,-1.1446989004200654,0.2350061199510404,1.0,1.0,22/98,15.64%,TMEM220-AS1;CNNM1;TMEM74B;CFAP58-DT;ARHGEF37;GOLGA8T;FOXS1;HDAC4-AS1;RGS7BP;EIF5A2;LINC02408;GJB1;TBX2-AS1;MIAT;UBE2H-DT;E2F6P2;RNU6-876P;ENOX1-AS1;FAM131C;ATP6V0E1P3;MIR4511;TREM2
prerank,random715,-0.2648936770163246,-1.1446798626930428,0.2383939774153074,1.0,1.0,32/98,27.31%,TRPV2;KCNK2;LINC01786;C12orf57;RRN3P2;LINC00957;ZIM2-AS1;SEMA3B;PRX;PDCL3P4;CTSS;HMGB3P10;SCNN1G;RNU2-28P;TNFRSF11B;TYMP;CT45A1;PLXND1;CPA5;RPL31P44;LINC01616;SIDT1-AS1;KRTAP12-6P;MIR618;OR4K11P;ZNF962P;IL22;MIR9-1;C2CD2;TMEM141;SELENOS;GRAMD1A-AS1
prerank,random276,0.22350496849287874,1.144677110848534,0.195,0.7727005571047245,1.0,34/98,23.07%,CRPPA;BICRA;MTCH1P2;CCT3;FUS;RPS15AP12;MDFI;ZNF840P;LINC02225;KLHDC7B-DT;CAVIN4;PIP4K2A;POLR2E;CLSTN2;SEPTIN14P5;AMMECR1-IT1;SRP9P1;WBP1P2;LINC01687;ACHE;PTK6;MIR4778;TTLL7;GINS4;MED14;EHD1;SLC25A51;R3HDM2;KRT8P49;MIR6772;SLCO6A1;TMA16P2;MIR6839;SLC30A6P1
prerank,random200,-0.26653426666501195,-1.1446251399741216,0.24449877750611246,0.997411026915057,1.0,30/98,23.05%,CHST2;C3orf80;PRR34-AS1;CYP2U1;PDK4;BEST1;SLC26A4-AS1;RNF157;EVA1CP5;NWD1;RNU1-108P;SLC25A15P5;RN7SL531P;SIGLEC14;RPL21P28;TLX1;PKD1L1-AS1;LBX1-AS1;SPANXN5;CD53;SMPD4P1;RPL30P7;SNORA19;DNAH8-DT;MIR4497;RNU6-355P;EN2-DT;SRY;WEE1P1;SMIM34
prerank,random158,-0.26814328821303185,-1.1440468646477275,0.23469387755102042,0.9954200043280405,1.0,41/98,32.09%,ATL3;RNU6-140P;LINC01498;CSPG4P13;MGP;NTRAS;FBXO36P1;PDK3;PKMP5;RNU6-48P;MIR6823;KIAA2012-AS1;PLEK;HAUS7;RPH3A;SPANXA1;U1;PNMT;GOLGA1;RNU6-1300P;HDAC11-AS1;TAS1R1;PHF5FP;LINC02696;ALPK1;GSTCD-AS1;PTH;FTLP4;LINC00477;TRAJ41;IL2;PIP5KL1;F8A3;ETS1;LINC01887;SUSD5;CCDC96;PSG8-AS1;SRSF4;LINC01553;TUFMP1
prerank,random533,-0.2701651105785962,-1.1437545611417261,0.2282208588957055,0.9919136407824283,1.0,30/98,22.50%,HCG21;CSGALNACT1;LINC02981;LINC02210-CRHR1;RNA5SP327;INO80D-AS2;LINC02725;PWWP2AP1;GAD2;ATCAY;CPNE7;ZNF99;FCGR3A;PELI2;TRIM52-AS1;GALNT9;CLEC7A;LINC02322;MTCYBP18;N4BP2L2-IT2;MTCO3P12;TBC1D17;LINC02010;IGHV4-28;RN7SL341P;NEK2P2;UGT1A13P;RPEP1;IGKV3D-15;RNU1-112P
prerank,random782,-0.2675905989389336,-1.1426281985021023,0.2286401925391095,0.9932582429688959,1.0,42/98,33.76%,KCTD9P4;AGPAT2;CDC37L1-DT;RPL23AP67;ACE;DUSP19;LINC02043;HMGN2P15;OVAAL;MTUS1;ELANE;CD1D;VAX1;IGFBP1;MTCO2P2;ESR1;MS4A7;LINC00996;RNA5SP357;GDF10;FAM153CP;STX1A;PDE8A;NUTF2P3;RPL36AP10;RNU6-392P;MESTP2;ATXN8OS;ATP5MGP1;SNCAIP;CLEC18A;BTF3-DT;COIL;ALAD;RPL23AP61;RN7SL628P;TPH1;SPACA7BP;HSD17B2;MXRA7P1;NPIPB8;MBD6
prerank,random622,-0.2656898185987149,-1.1419079999037878,0.23734939759036144,0.9920795379402269,1.0,26/98,17.39%,RNA5SP319;ADRA1A;UBL4B;RNU2-52P;GZMB;PRR34;CYP4X1;IGFBP7;SPATA31D5P;LINC02821;SPINK8;SYNPO;SLAMF8;MIR194-1;PRR23C;MTCO1P25;RPL21P28;RPL32P20;LGI3;CLUL1;MAST1;MTND4P11;MIR550A3;LINC01971;ZNF442;GPR158
prerank,random950,-0.26372783920459997,-1.1412690662877754,0.22376738305941846,0.9907316355268351,1.0,25/98,18.82%,MAPK3;RN7SKP11;RBM43;TBX15;SLC9A9;KDM3A;SNTG2;RNA5SP498;SLC9A5;IL6R;SEMA3G;MMD2;KIAA1210;NTRK2;ERICH3;LAPTM5;UGT2A3;MIR4530;DMAP1;GRIK4;GPR34;USP41;ENDOU;CRYBB2P1;RBMX2P3
prerank,random663,-0.2623886178329725,-1.1400962924039255,0.2454212454212454,0.9923708792525247,1.0,34/98,27.69%,TKTL1;ADRA1A;LNCOC1;MED15P5;RFX8;CTCFL;LINC02609;RNU4-65P;RYR3-DT;PGM5P4;HMGA1P6;IL10RA;ABCC3;GLIS2-AS1;TRAV5;MOCS1P1;TOMM40P3;LINC01793;CKMT1B;WWTR1;AGAP1-IT1;ITPKA;HNRNPKP5;LINC00354;ENO2;HEIH;RNU4ATAC17P;FAM138E;MIR584;RHOXF2B;PDPR;EHD2;RHBDL1;PMAIP1
prerank,random262,-0.26522525288009763,-1.139510964702255,0.23316708229426433,0.9906096384078801,1.0,30/98,25.02%,DDX25;SCGB3A1;ART3;CCDC158;HOXD9;RHEX;EPHX1;MAP3K7CL;MED28P8;CEP112;SLC41A1;TRBV6-6;KRT18P67;LINC02541;RNU6-821P;CD33;KRT82;GSDMA;ITGA2B;ST8SIA5;LINC01971;ZNF565;RN7SL754P;ADGRA1-AS1;MTND4P12;KRTAP12-6P;RN7SKP199;IL22;KNOP1P3;OBP2A
prerank,random202,-0.26549487469890254,-1.13949263774527,0.2570332480818414,0.9857136833656531,1.0,38/98,29.79%,SIGIRR;NKAPP1;ICAM3;POLR2F;LINC02172;GRM3;MT1XP1;LINC00922;RPL36P7;HERC2P5;RN7SL138P;AQP4;CEP112;SDR42E1;RNA5SP172;OASL;C9orf50;KCTD7;LINC00934;RPL10P14;OCIAD1-AS1;MARCHF1;CCL3L1;RNU7-106P;IGKV3OR22-2;IGHV3-11;SOD1P1;MIR3667;CYP4F34P;ATP6V1B1-AS1;F8A3;LGALS8-AS1;TCP10L2;LHFPL7;HCG9P5;SRPRA;LINC01304;RPS8P3
prerank,random704,-0.26518747608213783,-1.1389753127272302,0.2571785268414482,0.983638160239534,1.0,27/98,22.86%,VAMP2;HBBP1;B3GALT4;DPM3;LINC00324;MARCHF8;MTND2P9;ALX1;PLPPR1;VSIG4;C9orf50;KSR2;PELI2;RAPGEF5;LINC01679;TOR1AIP1;RHOXF1;LTK;IL34;LINC00454;PLPPR5-AS1;LTBP3;AIMP1P2;RNU6-646P;RNU6-907P;RN7SKP207;GNA13P1
