	Tscore	pval
AC012184.2	1.0000000000000002	0.32869468323646356
AC012184.3	0.7347794629180618	0.47134784500819893
AC012184.4	3.022288929413189	0.005488618253445191
AC012186.1		
AC012186.2	-0.7592825927783813	0.46229028501598124
AC012186.3	2.4080402235263443	0.025311341352171123
AC012213.1		
AC012213.2	-0.975719302444581	0.3519336356162396
AC012213.3	0.6154271078845094	0.5452910481422235
AC012213.4	1.0000000000000002	0.32869468323646356
AC012213.5		
AC012229.1		
AC012236.1	2.3865834963590875	0.025689314288221382
AC012254.1	-1.4391889015871149	0.17261358804892402
AC012254.2	1.0000000000000002	0.32869468323646356
AC012254.3	1.5918458942337954	0.12378650048774456
AC012254.4	-1.0	0.34343639613791355
AC012254.5		
AC012291.1		
AC012291.2	1.8940292464906447	0.06790162509113254
AC012291.3	1.6176713878771818	0.11803554159216807
AC012301.1	-1.0	0.34343639613791355
AC012301.2		
AC012301.3	-0.9187896187914802	0.38030410421434546
AC012306.1		
AC012306.2	0.834271305874171	0.4134048701380547
AC012306.3		
AC012306.4	-1.243134125908921	0.23631635207303747
AC012307.1	1.3217521940510553	0.2004695389436189
AC012308.1	0.5591299987027758	0.5807711042143378
AC012309.1	-0.4965635331614208	0.6278714687618405
AC012309.2	0.654167120160861	0.5190275614159273
AC012313.1	-1.3356111199638596	0.19864032491781494
AC012313.10	-0.7255478842615349	0.4810823147274833
AC012313.2	-1.5468713160470071	0.14781204212465748
AC012313.3	-1.2822292226547114	0.2206532165869216
AC012313.4	0.3003306082893762	0.7665385847502431
AC012313.5	-0.8603425111277506	0.4002502584804928
AC012313.6	0.8316037380888381	0.4169106841884529
AC012313.7	-1.1476929681544874	0.2705917808397963
AC012313.8	1.4545905415882718	0.16073625523069435
AC012313.9	-1.6880841125792045	0.12549381635147894
AC012314.9		
AC012317.1		
AC012317.2		
AC012321.1		
AC012322.1		
AC012323.1		
AC012325.1	1.0000000000000002	0.32869468323646356
AC012339.1		
AC012339.2		
AC012349.1	-1.0	0.34343639613791355
AC012354.1		
AC012354.10		
AC012354.2	-0.16169321253088692	0.8740129552535274
AC012354.3		
AC012354.4		
AC012354.5		
AC012354.6		
AC012354.7		
AC012354.8	1.0000000000000002	0.32869468323646356
AC012354.9		
AC012355.1	1.0000000000000002	0.32869468323646356
AC012358.1	1.6593805051961399	0.10810304928292093
AC012358.2	1.2443608697153556	0.22630436135043439
AC012358.3	-0.9096517494677218	0.3791396684425299
AC012358.4	0.9937060269827317	0.3309164758448613
AC012360.1	1.2067598179082852	0.239884392511058
AC012360.2	0.6478716925557151	0.5221948984196283
AC012360.3	-0.8529159333411332	0.40209362746990995
AC012362.1		
AC012363.1		
AC012363.2	3.48754657688306	0.002104046151644527
AC012363.3	0.5792208170186035	0.5690448432958901
AC012366.1	-0.15955706299483338	0.8758758547565266
AC012368.1	1.1699792448162787	0.2512552823262807
AC012368.2	-1.0870104771647366	0.2941344825294796
AC012368.3	0.33146588295597956	0.7433621524331986
AC012370.1		
AC012370.2		
AC012377.1		
AC012378.1		
AC012378.2		
AC012379.1		
AC012379.2		
AC012400.1		
AC012404.1		
AC012404.2		
AC012405.1		
AC012409.1		
AC012409.2		
AC012409.3		
AC012409.4		
AC012409.5	1.0000000000000002	0.32869468323646356
AC012413.1		
AC012414.1		
AC012414.2	-1.0	0.34343639613791355
AC012414.3		
AC012414.4	-0.2556002265216519	0.801085055242536
AC012414.5		
AC012414.6		
AC012417.1	-0.6094961686009773	0.5542377041492121
AC012433.1		
AC012433.2		
AC012435.1	-0.6395305531468591	0.5366635989905417
AC012435.2	1.441657261562548	0.160250790677573
AC012435.3	-0.8515893091990074	0.4102665326874767
AC012441.1	1.8634903553321411	0.07477374021796795
AC012441.2	1.2990934842609352	0.2038433118016498
AC012442.1	1.1583632512893758	0.2589640807484975
AC012442.2	0.20942861045218492	0.8370649095643223
AC012442.3	1.060434616302073	0.30208247605609395
AC012443.1		
AC012443.2	1.9382973556683274	0.062364185814749985
AC012445.1		
AC012447.1	2.3637684878362495	0.027364513604284522
AC012451.1		
AC012454.1	-1.1291137524812884	0.28117219091468965
AC012456.1		
AC012456.2		
AC012459.1	1.871241199908349	0.0753103972518272
AC012462.1		
AC012462.2		
AC012462.3		
AC012464.1	1.0000000000000002	0.32869468323646356
AC012464.2	-1.084368816550771	0.3015420512183745
AC012464.3	-0.04812562559542308	0.9619996321786408
AC012467.1		
AC012467.2	1.0042909780846108	0.3254715849485087
AC012468.1		
AC012470.1	1.0000000000000002	0.32869468323646356
AC012485.1	1.0000000000000002	0.32869468323646356
AC012485.2		
AC012485.3	0.2036288978902658	0.8408766440350047
AC012486.1	-1.2042080025826192	0.2586461108058608
AC012488.1		
AC012488.2		
AC012491.1		
AC012493.1	-1.2281435334862776	0.24986228768262247
AC012493.2		
AC012493.3		
AC012494.1		
AC012494.2	1.0000000000000002	0.32869468323646356
AC012497.1		
AC012498.1		
AC012498.2		
AC012499.1	-1.0676386248187593	0.3133865022143495
AC012500.1		
AC012501.1		
AC012501.2		
AC012501.3		
AC012506.1		
AC012506.2		
AC012506.3		
AC012506.4		
AC012507.1	0.258889237227566	0.798537398644397
AC012507.2		
AC012507.3	-0.9906290486028216	0.3470344686527831
AC012508.1		
AC012508.2	-1.0	0.34343639613791355
AC012508.3		
AC012510.1	0.21265405442841864	0.8336991108485888
AC012511.1	-2.2916451505032756	0.04180234703723044
AC012511.2		
AC012512.1		
AC012513.1		
AC012513.2		
AC012513.3	-0.7063763360958812	0.4940248291574172
AC012519.1		
AC012531.1		
AC012531.2		
AC012531.3		
AC012531.4		
AC012531.5		
AC012531.6		
AC012531.7		
AC012533.1		
AC012535.1		
AC012555.1	1.0000000000000002	0.32869468323646356
AC012555.2		
AC012557.1	1.8596875572188256	0.07699691541550346
AC012557.2	-0.3814359437170975	0.708636206762769
AC012558.1		
AC012560.1		
AC012560.2	-1.1278256211347768	0.27605803710257515
AC012564.1		
AC012568.1		
AC012569.1	2.6396492744100453	0.01332292486176043
AC012572.1		
AC012572.3		
AC012574.1		
AC012574.2		
AC012588.1	1.0000000000000002	0.32869468323646356
AC012588.2		
AC012593.1		
AC012593.2		
AC012603.1	0.39383599141061637	0.6966120311896619
AC012613.1		
AC012613.2	-1.0	0.34343639613791355
AC012615.1	0.8145450140055981	0.4242262752456162
AC012615.2	-0.28311086853337913	0.7809074360324392
AC012615.3	-2.5535343428725144	0.02375832430201129
AC012615.4	1.0000000000000002	0.32869468323646356
AC012615.5	-0.28421494361280036	0.7798739951102439
AC012615.6	-1.905995988115729	0.0835082055503456
AC012616.1		
AC012618.1	0.9141591266697693	0.3681694607679975
AC012618.2	1.2833778958394961	0.2133419606752295
AC012618.3	-1.073275828934938	0.2979055009446866
AC012625.1		
AC012629.1		
AC012629.2	0.6036424474706983	0.5535923519476593
AC012629.3		
AC012629.4		
AC012636.1	0.39446519563089766	0.6995126239986649
AC012640.1	1.0000000000000002	0.32869468323646356
AC012640.2		
AC012640.3		
AC012640.4	-0.6673865074003558	0.514006343372436
AC012640.5		
AC012640.6	-0.6119148714771687	0.5496230841260206
AC012640.7		
AC012645.1	-4.043154485779044	0.0020895491195108786
AC012645.2	-1.9987997100261319	0.07259263395078948
AC012645.3	0.5662875530703964	0.577546915112501
AC012645.4	-2.6602819159048394	0.022537047654321657
AC012651.1	1.7035633608770109	0.09974563380742021
AC012653.1		
AC012653.2	1.0	0.32869468323646367
AC012668.1		
AC012668.2		
AC012668.3	1.2833778958394961	0.2133419606752295
AC012669.1		
AC012671.1		
AC012671.2		
AC012673.1	2.9625092422106034	0.006053093631440692
AC012676.1	1.7573191332547635	0.09046972880886232
AC012676.2		
AC012676.3	0.7963579565011484	0.43250516729091293
AC012676.4	0.08774808527495082	0.9309016056102981
AC012676.5	-0.6225845833916591	0.5464340359776602
AC013244.1	1.343914755566367	0.19331690217441824
AC013244.2		
AC013244.3		
AC013248.1		
AC013262.1		
AC013265.1		
AC013267.1		
AC013267.2		
AC013267.3	1.3335371817575412	0.19664070719663596
AC013267.4		
AC013268.1		
AC013268.2		
AC013268.3		
AC013268.4		
AC013268.5		
AC013269.1		
AC013269.2		
AC013269.3		
AC013270.1	1.0000000000000002	0.32869468323646356
AC013271.1		
AC013275.1		
AC013277.1	-1.0	0.34343639613791355
AC013286.1		
AC013287.1		
AC013290.1		
AC013355.1		
AC013356.1	0.3515696881584997	0.7276829109793944
AC013356.2	-0.09590619368026825	0.924592918721836
AC013356.3	-1.0	0.34343639613791355
AC013356.4	-0.6238362603904013	0.5452874720781972
AC013391.1	1.0000000000000002	0.32869468323646356
AC013391.2		
AC013391.3		
AC013394.1	0.21139328476326294	0.8347931496223082
AC013399.1		
AC013400.1	0.37309220670961285	0.7121680595609498
AC013401.1		
AC013401.2		
AC013402.1	1.0000000000000002	0.32869468323646356
AC013402.2		
AC013402.3		
AC013403.1		
AC013403.2	-1.1556752212191206	0.26654373879980864
AC013404.1		
AC013406.1		
AC013410.1		
AC013410.2		
AC013412.1		
AC013417.1		
AC013429.1		
AC013429.2		
AC013429.3		
AC013436.1		
AC013437.1	1.0000000000000002	0.32869468323646356
AC013437.2		
AC013439.1	0.30158549339834645	0.7650494592800889
AC013439.2	1.0000000000000002	0.32869468323646356
AC013442.1		
AC013442.2		
AC013444.1		
AC013444.2		
AC013448.1		
AC013448.2		
AC013451.1	1.0000000000000002	0.32869468323646356
AC013451.2	-0.5528516291519421	0.5905879914826921
AC013452.1	-1.9731633288573174	0.0790403353748877
AC013452.2		
AC013452.3		
AC013456.1		
AC013457.1	1.1876227352126727	0.24824192733890213
AC013460.1	-0.3469920799326987	0.7323415022109969
AC013467.1		
AC013467.2	-0.520452356781068	0.613237974850017
AC013467.3	1.0000000000000002	0.32869468323646356
AC013468.1	-0.44517853302397914	0.6619334340673242
AC013470.1		
AC013470.2		
AC013470.3	0.6283386503636214	0.5345369714249047
AC013470.4		
AC013471.1		
AC013472.1		
AC013472.2	-0.9170773353461108	0.37262767968428656
AC013474.1	0.1843712285454288	0.855704923136104
AC013474.2	1.3624694653894347	0.18639454700807395
AC013476.1		
AC013477.1		
AC013480.1		
AC013486.1	-0.1480833534879002	0.8841312069901762
AC013489.1	0.17453962295580586	0.8633561619148433
AC013489.2		
AC013489.3	1.877865737131663	0.07049887001528475
AC013509.1		
AC013549.1	-1.0	0.34343639613791355
AC013549.2		
AC013549.3		
AC013549.4		
AC013553.1		
AC013553.2		
AC013553.3		
AC013553.4	1.823144068868338	0.07856703995452184
AC013562.1		
AC013562.2		
AC013564.1		
AC013565.1	-0.5059844963751416	0.6201737291242673
AC013565.2		
AC013565.3	0.10267870464116581	0.9189539687318571
AC013603.1		
AC013640.1		
AC013643.1		
AC013643.2	1.4331406824066024	0.16653841923306337
AC013643.3		
AC013644.1	0.8273816488785395	0.41466772760655346
AC013652.1	1.2179695408430193	0.23461662610041162
AC013652.2	-1.0	0.34343639613791355
AC013701.1		
AC013701.2		
AC013714.1		
AC013716.1		
AC013717.1	2.5961180241010786	0.016319425205220235
AC013724.1		
AC013726.1	1.0000000000000002	0.32869468323646356
AC013726.2	1.7402096194428267	0.0938960622321243
AC013727.1		
AC013727.2		
AC013727.3		
AC013731.1	0.17330472617565681	0.8636658289965269
AC013733.1		
AC013733.2		
AC013734.1		
AC013738.1		
AC013762.1		
AC013791.1		
AC013799.1		
AC013828.1		
AC013828.2		
AC015468.1		
AC015468.2		
AC015468.3	-0.9999999999999998	0.34343639613791366
AC015522.1		
AC015540.1		
AC015550.1		
AC015563.1		
AC015563.2		
AC015563.3		
AC015574.1		
AC015599.1		
AC015599.2		
AC015599.3		
AC015631.1		
AC015641.1		
AC015656.1	1.0000000000000002	0.32869468323646356
AC015660.1	-1.0300996515807834	0.3218987346633031
AC015660.2		
AC015660.3	-2.604637794053851	0.018102210783510427
AC015660.4	1.862320091633169	0.07239506627517815
AC015660.5		
AC015674.1	2.0443059188815793	0.05036687932597902
AC015687.1	1.0000000000000002	0.32869468323646356
AC015688.1		
AC015688.2		
AC015688.3		
AC015688.4	0.5172691713629183	0.6098682954464691
AC015688.5		
AC015688.6	0.5017689061891007	0.6198630816438452
AC015689.1		
AC015712.1	0.23014858816160455	0.8201852446266993
AC015712.2	0.8841468269134679	0.38383079873823034
AC015712.3		
AC015712.4		
AC015712.5		
AC015712.6	-1.7870567482441317	0.10192101379098183
AC015712.7		
AC015720.1		
AC015720.2		
AC015720.3	-0.3245616995945659	0.7501032799241641
AC015722.1		
AC015722.2	1.0000000000000002	0.32869468323646356
AC015726.1	-2.7944599440178335	0.012175111951359657
AC015726.2	-1.0	0.34343639613791355
AC015726.3		
AC015727.1	-2.690020570843446	0.02386656082655578
AC015743.1	1.0000000000000002	0.32869468323646356
AC015795.1	1.484238104761093	0.1541918943999597
AC015799.1	0.2526299134997943	0.8036862250241578
AC015802.1	0.09566842925948081	0.9248796987166741
AC015802.2		
AC015802.3	0.809833935485974	0.42571018079573
AC015802.4	1.0390499782199731	0.30900165967876264
AC015802.5	0.288374449345876	0.7750551756281228
AC015802.6	0.4889301698648996	0.6297758308421453
AC015802.7	-1.1364072608509594	0.2776060347165128
AC015804.1	-1.3883290587228587	0.19777142565370565
AC015813.1	-2.225036149353834	0.0370136382694088
AC015813.2	0.9382195709787468	0.35656380428777823
AC015813.3		
AC015813.4	1.0000000000000002	0.32869468323646356
AC015813.5	-0.7669874265945025	0.45296072922748354
AC015813.6	-2.566153462473446	0.02257679357084179
AC015813.7		
AC015813.8		
AC015818.1		
AC015818.10	1.0000000000000002	0.32869468323646356
AC015818.2	-0.3666096046215222	0.7193092352265233
AC015818.3	-1.0	0.34343639613791355
AC015818.4		
AC015818.5	0.6044394609523179	0.5502151527173085
AC015818.6		
AC015818.7		
AC015818.8		
AC015818.9	1.5157294934901466	0.1444965047376779
AC015819.1	-0.7402071273907024	0.46561081355186096
AC015819.2	1.8492926309556539	0.0744015732312586
AC015819.3		
AC015819.4	-1.0	0.34343639613791355
AC015819.5		
AC015845.1	1.5255206045000174	0.14204979839581433
AC015845.2	1.3278800044139716	0.1984714454337198
AC015849.1	1.7417459276764111	0.0921903094925132
AC015849.2		
AC015849.3	1.4113126084211547	0.17279711571454195
AC015849.4	1.949173433344049	0.06077307464039855
AC015849.5	0.9882251361674386	0.33188246447378755
AC015849.6	-0.7234347078515659	0.4841463809730232
AC015849.7	1.0733624867844462	0.2928121391597428
AC015853.1	-0.6149257685979457	0.5478559416586666
AC015853.2	0.10179929416062772	0.9199632121297436
AC015853.3	1.1304659452263426	0.2710264160329436
AC015871.1		
AC015871.2		
AC015871.3	0.1581218725220771	0.875445752088984
AC015871.4	-0.5519397655218107	0.58634922557503
AC015871.5	1.0000000000000002	0.32869468323646356
AC015871.6	1.389979435275723	0.18034840811534003
AC015878.1		
AC015878.2	1.0000000000000002	0.32869468323646356
AC015883.1	2.1840583652050256	0.03891678853385591
AC015884.3	2.635914713305243	0.014016854502180515
AC015908.1		
AC015908.2	-1.0	0.34343639613791355
AC015908.3		
AC015908.4	1.0000000000000002	0.32869468323646356
AC015908.5		
AC015908.6		
AC015908.7		
AC015909.1	-0.0770099220841506	0.9395479307896637
AC015909.2	1.0000000000000002	0.32869468323646356
AC015909.3	1.3141035949884514	0.19909048141567282
AC015909.4		
AC015909.5	1.5312364916479702	0.13903688844555093
AC015910.1	-1.1664066211323674	0.27068882645224884
AC015911.1	0.6574886776291178	0.5161050516619201
AC015911.10		
AC015911.11	1.0982422459678185	0.2808735546891705
AC015911.2	1.2520950185524544	0.22430163766950806
AC015911.3	-0.5155770576838361	0.6109204966100028
AC015911.4	1.3988708614810224	0.1742993866737497
AC015911.5	0.09008562203073069	0.9288707584994552
AC015911.6	-0.6048913633672629	0.5502320143827935
AC015911.7	-0.816267597880895	0.4290790795252605
AC015911.8	1.1786820120499066	0.24880731429886543
AC015911.9	0.7339459160197875	0.4702755703524387
AC015912.1	1.0340880220330224	0.3161631965716217
AC015912.2	1.0028132862234234	0.3252420432597446
AC015912.3	1.0351770906835	0.31230246243872567
AC015914.1	2.4993315157407694	0.019994006805221405
AC015914.2		
AC015917.1		
AC015917.2	-3.4948127221074854	0.006503696219368441
AC015920.1	0.008200883190254329	0.9935297217594081
AC015921.1	-0.7939519548732195	0.44464500536954055
AC015922.1		
AC015922.2		
AC015922.3	-1.6482029771107551	0.13265541079734047
AC015923.1		
AC015936.1	1.0000000000000002	0.32869468323646356
AC015936.2	1.0000000000000002	0.32869468323646356
AC015943.1		
AC015959.1	-1.0	0.34343639613791355
AC015961.1		
AC015961.2	0.6531130670411929	0.5204851842574015
AC015967.1	1.9372167351714655	0.062240550194451204
AC015967.2	0.20491624811195414	0.839479898766859
AC015969.1	0.7489301847340488	0.46056246265584433
AC015971.1	0.6661695012070205	0.5106935421230816
AC015977.1		
AC015977.2		
AC015978.1		
AC015978.2		
AC015982.1		
AC015982.2	2.3854184255768645	0.023590560660013922
AC015983.1		
AC015983.2	1.1101325894672143	0.2794923922872209
AC015987.1	1.0000000000000002	0.32869468323646356
AC016026.1	-0.45651771404348607	0.6538711370414856
AC016026.2	1.2683525065968282	0.21802672603213613
AC016027.1	2.8804934393727195	0.008243240610613562
AC016027.2	-0.520452356781068	0.613237974850017
AC016027.3	1.0	0.32869468323646367
AC016027.4		
AC016027.5		
AC016042.1	1.4491376746189444	0.16206871193916228
AC016044.1	1.0000000000000002	0.32869468323646356
AC016065.1	1.9499828004811617	0.06069115632446488
AC016065.2	1.0000000000000002	0.32869468323646356
AC016074.1	1.0000000000000002	0.32869468323646356
AC016074.2	1.018235673909735	0.3181828654929779
AC016134.1		
AC016144.1		
AC016152.1	1.2833778958394961	0.2133419606752295
AC016168.1	0.3378493664679395	0.7379496457677983
AC016168.2	-1.53154508301707	0.15446475033607876
AC016168.3		
AC016168.4	-1.8214247924707807	0.09909527747794966
AC016168.5		
AC016180.1		
AC016180.2		
AC016182.1		
AC016229.1		
AC016229.2	1.0000000000000002	0.32869468323646356
AC016240.1		
AC016245.1	-0.5119417589013111	0.6172649398370268
AC016245.2		
AC016251.1	1.0000000000000002	0.32869468323646356
AC016252.1		
AC016266.1		
AC016292.1		
AC016292.2		
AC016304.1		
AC016355.1	0.26413987090311547	0.7940914264224841
AC016382.1		
AC016383.1		
AC016383.2	-1.0	0.34343639613791355
AC016383.3		
AC016394.1	1.0000000000000002	0.32869468323646356
AC016394.2	0.5131705927364059	0.6133621119436421
AC016394.3	0.38949427359731587	0.700758502334583
AC016394.4	-0.7412014433033219	0.46849597322895187
AC016396.1	1.0000000000000002	0.32869468323646356
AC016396.2		
AC016397.1		
AC016397.2	1.7332922320594897	0.09597655917681229
AC016405.1	-0.4910365576631488	0.6291413472143719
AC016405.2		
AC016405.3	-0.46166844325700407	0.6531397079251732
AC016493.1		
AC016526.1		
AC016526.2	-0.18071442827368897	0.8600964385739764
AC016526.3		
AC016526.4		
AC016542.1	0.37106158003308554	0.7147304669491534
AC016542.2	0.8541554790043636	0.4009222707963441
AC016542.3	-0.49656353316142077	0.6278714687618404
AC016546.1		
AC016549.1		
AC016550.1		
AC016550.2		
AC016550.3		
AC016553.1		
AC016556.1		
AC016559.1		
AC016559.2		
AC016559.3		
AC016571.1	-0.08745904121044919	0.9309930176198213
AC016573.1		
AC016575.1	-0.30816797319030464	0.7627205340157952
AC016575.2		
AC016576.1		
AC016582.1	1.0000000000000002	0.32869468323646356
AC016582.2	0.3146491402057338	0.7556057267088044
AC016582.3	-2.453407058838737	0.03537470445076539
AC016583.1	0.07253502703508018	0.9428699129092903
AC016583.2	-0.13130048128651692	0.8965702997121994
AC016586.1	1.378364431497384	0.17899438564475328
AC016586.2		
AC016587.1		
AC016588.1	-1.7504008544485226	0.11000032545492475
AC016588.2	-0.5414572744413164	0.5938107165859059
AC016590.1	-1.0027084110648037	0.34139694203451376
AC016590.2	0.832740990179542	0.41295011944289806
AC016590.3	-0.8122749181680191	0.43225599681231763
AC016590.4		
AC016591.1		
AC016595.1		
AC016596.1	-0.08359924297873189	0.93444384089179
AC016596.2		
AC016596.3	-0.056597969951714414	0.9552704215383792
AC016597.1		
AC016597.2	-0.9746126395933764	0.3549271832814552
AC016597.3	1.0000000000000002	0.32869468323646356
AC016598.1		
AC016598.2		
AC016601.1	-0.6150053417241131	0.5519022439362864
AC016612.1		
AC016629.1		
AC016629.2	2.3298688424346072	0.02986919184159245
AC016629.3	0.46986360165079105	0.6431986744938689
AC016632.1		
AC016642.1	1.0000000000000002	0.32869468323646356
AC016644.1	1.0000000000000002	0.32869468323646356
AC016651.1		
AC016679.1		
AC016682.1		
AC016683.1	-1.136821862719672	0.2765362708218035
AC016687.1	-1.5971775539459077	0.13950376773499884
AC016687.2		
AC016687.3		
AC016691.1	-0.7535117522024918	0.46861057800199635
AC016692.1	1.3969077819782347	0.17702972058389307
AC016694.1		
AC016696.1		
AC016696.2		
AC016700.1	0.3199463225162172	0.751516853874456
AC016700.2	0.09356815161335892	0.9262386673341363
AC016700.3	-0.9889614904114135	0.3461645344751031
AC016705.1	-1.0	0.34343639613791355
AC016705.2		
AC016705.3		
AC016710.1		
AC016710.2		
AC016712.1	2.8715798034573905	0.009133307119305427
AC016716.1	1.8985304647558847	0.06755270900916435
AC016716.2		
AC016717.1	1.0000000000000002	0.32869468323646356
AC016717.2		
AC016717.3		
AC016721.1		
AC016722.1		
AC016722.2	1.3300361834617787	0.19727960952281492
AC016724.1		
AC016727.1	2.9993607676433465	0.005405620486433193
AC016727.2		
AC016727.3	1.0000000000000002	0.32869468323646356
AC016730.1		
AC016734.1	0.5864572725343771	0.5619838634530858
AC016734.2	1.0000000000000002	0.32869468323646356
AC016735.1	-1.3532857604379365	0.2014946909421526
AC016737.1	0.7971953330632839	0.43160919291699706
AC016737.2	0.3689966320249685	0.7153548871056628
AC016738.1	1.5533308845414893	0.13512939385529743
AC016739.1	-1.43587600748722	0.16222131615092317
AC016743.1		
AC016745.1	0.20352095213082666	0.8412187255361502
AC016745.2	1.0555685674630024	0.30227245584665496
AC016746.1		
AC016747.1	0.3759167319985395	0.710582485715225
AC016747.2		
AC016747.3	-1.1873596105439381	0.2590442932648673
AC016747.4	-0.5009902278611257	0.6259490836047378
AC016751.1	1.0000000000000002	0.32869468323646356
AC016751.2		
AC016753.1		
AC016753.2		
AC016764.1		
AC016766.1		
AC016769.1	-0.14071950894605825	0.8894299714023373
AC016769.2		
AC016769.3	-0.27594067993444127	0.7863093388151693
AC016769.4		
AC016769.5	-1.0	0.34343639613791355
AC016769.6	-1.3617426341111656	0.2004801593732181
AC016772.1		
AC016773.1	-0.7299647895902702	0.48196037053082785
AC016773.2	0.7000160158483759	0.4893159275956823
AC016813.1		
AC016813.2		
AC016816.1		
AC016820.1		
AC016821.1	-1.6686408775007355	0.12451754586470724
AC016822.1		
AC016825.1		
AC016831.1	0.6612199734235618	0.5139179537414909
AC016831.2	-1.0	0.34343639613791355
AC016831.3	-0.6295807813947764	0.5399488100502421
AC016831.4	0.5723884202570753	0.5722519350293311
AC016831.5	1.0000000000000002	0.32869468323646356
AC016831.6	0.25899738316904813	0.7974223808604162
AC016866.1		
AC016866.2		
AC016866.3		
AC016868.1		
AC016876.1		
AC016876.2	-0.1886245622776038	0.8518660420288474
AC016876.3	-0.3156103660828026	0.7559588626556316
AC016876.4	-0.07346514767239609	0.9423609791935376
AC016877.1	1.0000000000000002	0.32869468323646356
AC016877.2		
AC016877.3		
AC016885.1		
AC016885.2		
AC016885.3		
AC016888.1	0.01994502118483126	0.9843396236320525
AC016894.1	0.495716162638859	0.626172040842659
AC016902.1		
AC016903.1		
AC016903.2		
AC016907.1		
AC016907.2	0.47726826832382147	0.6371601921950876
AC016908.1		
AC016909.1		
AC016910.1		
AC016910.2	1.0000000000000002	0.32869468323646356
AC016911.1		
AC016912.1		
AC016924.1	-0.9999999999999998	0.34343639613791366
AC016925.1		
AC016925.2	-0.9999999999999998	0.34343639613791366
AC016925.3	1.1101325894672145	0.27949239228722084
AC016930.1		
AC016931.1		
AC016933.1		
AC016948.1		
AC016949.1	-0.012483406860898903	0.9901499881006708
AC016954.1		
AC016956.1		
AC016957.1	0.28097916047885685	0.7813240718980784
AC016957.2	0.9109300555697865	0.369935204293393
AC016959.1	0.9480210523937007	0.3575783666619964
AC016968.1		
AC016987.1		
AC016987.2		
AC016991.1		
AC016993.1		
AC016994.1		
AC016995.1		
AC016999.1	1.8901346503013134	0.07037115914863133
AC016999.2	-1.0	0.34343639613791355
AC017000.1		
AC017002.1		
AC017002.2		
AC017002.3		
AC017002.4	-0.9467923259168194	0.36542989854938845
AC017006.1		
AC017006.2	-0.6670170091506027	0.5188990922588854
AC017007.1		
AC017007.2		
AC017007.3		
AC017007.4		
AC017007.5		
AC017007.6		
AC017013.1	2.32379000772445	0.030253612077826588
AC017015.1		
AC017015.2		
AC017019.1		
AC017028.1	1.89610639003714	0.06768277649833972
AC017028.2	1.6294699794083671	0.1181231483477219
AC017033.1		
AC017035.1	0.9444436746751165	0.3593980120969651
AC017037.1		
AC017037.2		
AC017037.3		
AC017037.4		
AC017037.5		
AC017048.1		
AC017048.2		
AC017048.3		
AC017050.1	-1.0	0.34343639613791355
AC017053.1		
AC017067.1		
AC017071.1	-1.0915695983825109	0.2991810117417957
AC017074.1	0.2620941659720664	0.7959579098645337
AC017074.2		
AC017076.1	-1.1937639773445383	0.24786409990534122
AC017078.1		
AC017079.1	-1.08327116486752	0.30379239695062915
AC017079.2	1.341219241667398	0.19362540943649806
AC017081.1	1.0000000000000002	0.32869468323646356
AC017083.1	0.6144288433691806	0.5441448413150656
AC017083.2	0.32704618731318585	0.7471862156939629
AC017083.3	0.8767591165318634	0.38777789469855417
AC017083.4		
AC017087.1		
AC017091.1		
AC017099.1	-1.0	0.34343639613791355
AC017099.2	1.0000000000000002	0.32869468323646356
AC017100.1	-0.13087152970174012	0.8972071520978817
AC017100.2		
AC017101.1	1.3932610920384723	0.1781142766893712
AC017104.1	0.6991538685102663	0.4905380705775133
AC017104.2	1.0428311909729306	0.3088836004232326
AC017104.3	1.4532793907121302	0.15897253567085967
AC017104.4	-1.0982796402425188	0.2909970538009276
AC017104.5	-1.2203643598232572	0.24720638315425986
AC017104.6	0.8979966558329265	0.3769370764294073
AC017116.1	0.39662973766121656	0.6946863915723911
AC017116.2	3.6054007903778844	0.001120261952062822
AC018358.1		
AC018359.1		
AC018362.1	1.9778183919702255	0.057226140735629774
AC018362.2	-0.838066127457444	0.41995156632426156
AC018362.3	1.4426735627963219	0.16003324137503183
AC018371.1		
AC018371.2	1.367949973030034	0.18578877096691362
AC018398.1	-1.9306065800285244	0.08501397397387198
AC018410.1		
AC018413.1	1.4320589463608198	0.16423622593711415
AC018437.1		
AC018437.2		
AC018437.3		
AC018442.1	1.6365884353518172	0.11221134018605408
AC018442.2		
AC018442.3		
AC018445.1		
AC018445.2		
AC018445.3	0.8121984553840413	0.42514689439409303
AC018445.4	0.14994470050879594	0.8826292594768619
AC018445.5	0.36416231499370294	0.7193317412620226
AC018445.6	0.5357138150343291	0.5979278899448426
AC018448.1		
AC018448.2		
AC018450.1	0.17198802525093915	0.8649978673254419
AC018450.2	1.4469348799480486	0.1626783700705985
AC018462.1	1.0417023873303823	0.30798524480879624
AC018462.2	0.018568619129931897	0.9853866635647832
AC018463.1	-1.3776540963886212	0.1847103916620146
AC018464.1		
AC018467.1		
AC018470.1		
AC018475.1	-1.9736936744644114	0.06405741912314054
AC018495.1		
AC018500.1	0.3135082008990232	0.7565338645843741
AC018511.1		
AC018511.2		
AC018511.5	-0.11750437490652725	0.9076868374868158
AC018512.1	0.5858722650972784	0.5623462796615557
AC018515.1		
AC018521.1	0.8369991573963617	0.40994133432853097
AC018521.2	1.4182715723279382	0.1707816127183879
